# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-f" "-g" "ID" "-p" "-O" "-a" "/gpfs/group/pipkin/Exp337/codes/GRCm38_exon_rmdup_srt_cb_srt_dupr_f.gff" "-o" "337-17_f.txt" "/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-17_neg_pSrt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-17_neg_pSrt.bam
ENSMUSE00000403814	11	30772321	30804376	+	32056	602
ENSMUSE00000761934	11	30811537	30813729	+	2193	34
ENSMUSE00000808312	11	30830102	30834148	+	4047	45
ENSMUSE00000768189	11	30832383	30833051	+	669	10
ENSMUSE00000254997	11	30852788	30857152	+	4365	66
ENSMUSE00000748296	11	30865469	30874204	+	8736	292
ENSMUSE00000680249	11	30885358	30893729	+	8372	17
ENSMUSE00001366034	11	30885416	31101333	+	215918	1298
ENSMUSE00001297743	11	30954395	31102704	+	148310	1278
ENSMUSE00001253412	11	30954406	31102704	+	148299	1278
ENSMUSE00000783190	11	30954448	31029760	+	75313	747
ENSMUSE00000795707	11	31058595	31061626	+	3032	13
ENSMUSE00000710585	11	31120003	31120781	+	779	2
ENSMUSE00001346244	11	31698648	31699012	+	365	0
ENSMUSE00000810178	11	31832660	31838214	+	5555	5
ENSMUSE00000499926	11	31872211	31935634	+	63424	1033
ENSMUSE00000787481	11	31872226	31935634	+	63409	1032
ENSMUSE00000254366	11	31965592	31979651	+	14060	2
ENSMUSE00000580474	11	32000463	32059202	+	58740	999
ENSMUSE00000398789	11	32000502	32033414	+	32913	441
ENSMUSE00000717216	11	32185005	32185701	+	697	1
ENSMUSE00000772883	11	32205415	32208984	+	3570	28
ENSMUSE00001372336	11	32205446	32208408	+	2963	27
ENSMUSE00000253408	11	32205458	32207651	+	2194	10
ENSMUSE00001300600	11	32205488	32208873	+	3386	28
ENSMUSE00000749518	11	32206762	32208984	+	2223	27
ENSMUSE00000834867	11	32226505	32232022	+	5518	105
ENSMUSE00000103086	11	32226511	32232700	+	6190	116
ENSMUSE00000822666	11	32226530	32228397	+	1868	18
ENSMUSE00000403898	11	32276400	32278116	+	1717	0
ENSMUSE00000103132	11	32276893	32278116	+	1224	0
ENSMUSE00000580432	11	32283511	32284465	+	955	0
ENSMUSE00001064867	11	32283811	32284438	+	628	0
ENSMUSE00000654672	11	32286965	32287727	+	763	0
ENSMUSE00000773009	11	32287001	32287784	+	784	0
ENSMUSE00000580443	11	32296489	32297298	+	810	1
ENSMUSE00001068859	11	32296628	32297255	+	628	1
ENSMUSE00000252741	11	32300069	32300873	+	805	0
ENSMUSE00000377217	11	32347820	32428173	+	80354	9
ENSMUSE00000809734	11	32347840	32390300	+	42461	4
ENSMUSE00000430589	11	32455370	32516687	+	61318	396
ENSMUSE00000662709	11	32533305	32624587	+	91283	16593
ENSMUSE00000778055	11	32588595	32598528	+	9934	1850
ENSMUSE00000654592	11	32642724	32746569	+	103846	3134
ENSMUSE00000760965	11	32642784	32652904	+	10121	512
ENSMUSE00001223797	11	32642866	32746789	+	103924	3132
ENSMUSE00000252144	11	32642875	32746816	+	103942	3133
ENSMUSE00000762144	11	32642904	32720574	+	77671	2560
ENSMUSE00000713664	11	32910373	32910603	+	231	3
ENSMUSE00000824200	11	33068551	33080521	+	11971	1
ENSMUSE00000714820	11	33172919	33173365	+	447	16
ENSMUSE00000822413	11	33204055	33221477	+	17423	1
ENSMUSE00000721378	11	33438449	33438980	+	532	1
ENSMUSE00000654500	11	33599302	33625618	+	26317	0
ENSMUSE00000745144	11	33695894	33697908	+	2015	0
ENSMUSE00000783045	11	33705550	33711435	+	5886	0
ENSMUSE00000450938	11	33963013	33973641	+	10629	8
ENSMUSE00000397066	11	34046920	34092295	+	45376	2263
ENSMUSE00000250830	11	34047168	34090224	+	43057	2016
ENSMUSE00000764105	11	34078177	34078592	+	416	15
ENSMUSE00000755405	11	34087004	34090753	+	3750	407
ENSMUSE00000822812	11	34141827	34143421	+	1595	5
ENSMUSE00000783408	11	34299707	34308113	+	8407	4
ENSMUSE00000580275	11	34314822	34422640	+	107819	27
ENSMUSE00000736807	11	34880339	34882531	+	2193	0
ENSMUSE00001062783	11	34899017	34899123	+	107	0
ENSMUSE00000474702	11	35121224	35708507	+	587284	36
ENSMUSE00000972084	11	35171629	35235207	+	63579	5
ENSMUSE00001281773	11	35177783	35510128	+	332346	21
ENSMUSE00000846635	11	35214401	35214537	+	137	0
ENSMUSE00000769476	11	35350069	35350785	+	717	0
ENSMUSE00000752726	11	35544685	35612636	+	67952	5
ENSMUSE00000522808	11	35616816	35616925	+	110	0
ENSMUSE00000389721	11	35769484	35791285	+	21802	417
ENSMUSE00000522778	11	35782396	35782481	+	86	0
ENSMUSE00000712873	11	35792781	35793459	+	679	5
ENSMUSE00000721508	11	35996054	35996789	+	736	1
ENSMUSE00000735499	11	36080664	36083854	+	3191	0
ENSMUSE00000765830	11	36278041	36279987	+	1947	0
ENSMUSE00000522398	11	36722882	36722987	+	106	0
ENSMUSE00000806630	11	37658989	37673166	+	14178	0
ENSMUSE00000721723	11	38219069	38220215	+	1147	4
ENSMUSE00000847113	11	39830656	39830800	+	145	0
ENSMUSE00000785178	11	40008194	40337831	+	329638	36
ENSMUSE00000718868	11	40429537	40430056	+	520	0
ENSMUSE00000715705	11	40505598	40506063	+	466	0
ENSMUSE00000709392	11	40612718	40613063	+	346	0
ENSMUSE00000779648	11	40733667	40740046	+	6380	22
ENSMUSE00000778063	11	40733744	40736412	+	2669	14
ENSMUSE00001294789	11	40733946	40739550	+	5605	19
ENSMUSE00000813431	11	40734205	40739483	+	5279	19
ENSMUSE00000801134	11	40736306	40739264	+	2959	3
ENSMUSE00000719976	11	41141763	41142396	+	634	6
ENSMUSE00000731562	11	41218837	41221096	+	2260	0
ENSMUSE00000718896	11	41378078	41378621	+	544	0
ENSMUSE00000709284	11	41498737	41500458	+	1722	66
ENSMUSE00000721626	11	41591122	41592034	+	913	0
ENSMUSE00000751662	11	41710342	41968687	+	258346	35
ENSMUSE00000842777	11	41884466	41973117	+	88652	13
ENSMUSE00000781416	11	41962892	41971111	+	8220	0
ENSMUSE00000424887	11	42419757	42629028	+	209272	10
ENSMUSE00000846107	11	42419764	42422638	+	2875	0
ENSMUSE00001272353	11	42421279	42531622	+	110344	4
ENSMUSE00001276719	11	42421350	42626891	+	205542	10
ENSMUSE00000722559	11	42897495	42897806	+	312	0
ENSMUSE00000424832	11	43035746	43037278	+	1533	0
ENSMUSE00000774358	11	43149877	43159475	+	9599	0
ENSMUSE00000783363	11	43151599	43262285	+	110687	22
ENSMUSE00000827872	11	43155855	43202220	+	46366	5
ENSMUSE00000744947	11	43385482	43387183	+	1702	0
ENSMUSE00000405516	11	43433744	43445385	+	11642	725
ENSMUSE00000404133	11	43433759	43447981	+	14223	876
ENSMUSE00001374502	11	43437343	43447981	+	10639	650
ENSMUSE00000826442	11	43437375	43439209	+	1835	143
ENSMUSE00000828705	11	43441407	43442632	+	1226	105
ENSMUSE00000931018	11	43474276	43491505	+	17230	2
ENSMUSE00000389008	11	43474306	43491525	+	17220	2
ENSMUSE00000679723	11	43528784	43586997	+	58214	84
ENSMUSE00000748114	11	43529246	43556689	+	27444	56
ENSMUSE00000412349	11	43587040	43589048	+	2009	3
ENSMUSE00000710914	11	43670801	43671484	+	684	0
ENSMUSE00000580193	11	43681998	43707191	+	25194	973
ENSMUSE00000679720	11	43682058	43720411	+	38354	1167
ENSMUSE00000758276	11	43682548	43684054	+	1507	49
ENSMUSE00000679718	11	43684145	43707191	+	23047	930
ENSMUSE00000756826	11	43705243	43721491	+	16249	308
ENSMUSE00000759922	11	43717656	43720832	+	3177	55
ENSMUSE00000739482	11	43959089	44134987	+	175899	12
ENSMUSE00000662639	11	44400063	44414033	+	13971	0
ENSMUSE00001346094	11	44400063	44414010	+	13948	0
ENSMUSE00000945796	11	44469013	44469066	+	54	0
ENSMUSE00000710053	11	44479207	44480209	+	1003	0
ENSMUSE00001262042	11	44518964	44565520	+	46557	4225
ENSMUSE00000408639	11	44518983	44524358	+	5376	389
ENSMUSE00000654194	11	44519442	44554977	+	35536	3337
ENSMUSE00000795494	11	44520305	44548925	+	28621	2728
ENSMUSE00000819834	11	44556831	44560037	+	3207	294
ENSMUSE00000749209	11	44560019	44561977	+	1959	141
ENSMUSE00000832129	11	44586317	44591229	+	4913	0
ENSMUSE00000654190	11	44617317	45008091	+	390775	31
ENSMUSE00000798645	11	44618116	44646820	+	28705	3
ENSMUSE00001252996	11	44618179	44643469	+	25291	3
ENSMUSE00001245470	11	44621761	44643459	+	21699	3
ENSMUSE00000725860	11	44912138	44972914	+	60777	3
ENSMUSE00000743701	11	45160943	45213656	+	52714	9
ENSMUSE00000664285	11	45639383	45639514	+	132	0
ENSMUSE00000749667	11	45808087	45841171	+	33085	15
ENSMUSE00000717228	11	45813604	45813992	+	389	0
ENSMUSE00000714236	11	45829319	45829869	+	551	6
ENSMUSE00000660391	11	45829779	45829887	+	109	0
ENSMUSE00000679652	11	45852051	45910625	+	58575	11050
ENSMUSE00000789176	11	45882397	45910625	+	28229	3586
ENSMUSE00000388072	11	45980310	46017994	+	37685	7
ENSMUSE00000721112	11	46036440	46036781	+	342	0
ENSMUSE00000679628	11	46055992	46147343	+	91352	908
ENSMUSE00000811940	11	46056058	46065082	+	9025	7
ENSMUSE00001313761	11	46102270	46102390	+	121	1
ENSMUSE00000746174	11	46127905	46143857	+	15953	340
ENSMUSE00001307062	11	46134122	46137648	+	3527	69
ENSMUSE00001315522	11	46170087	46170143	+	57	0
ENSMUSE00000420481	11	46235531	46239872	+	4342	0
ENSMUSE00000741744	11	46342287	46345020	+	2734	11
ENSMUSE00000746552	11	46396559	46406615	+	10057	44
ENSMUSE00000104223	11	46404730	46407982	+	3253	19
ENSMUSE00000816796	11	46436925	46440858	+	3934	36
ENSMUSE00001081254	11	46436949	46440764	+	3816	36
ENSMUSE00000104191	11	46436952	46441527	+	4576	43
ENSMUSE00000839134	11	46436961	46442721	+	5761	44
ENSMUSE00000104190	11	46436971	46441100	+	4130	41
ENSMUSE00000746051	11	46436974	46442721	+	5748	44
ENSMUSE00000754268	11	46436978	46441050	+	4073	41
ENSMUSE00000820784	11	46437005	46439942	+	2938	34
ENSMUSE00000817947	11	46439652	46440978	+	1327	11
ENSMUSE00000335778	11	46454935	46481255	+	26321	5
ENSMUSE00000419701	11	46454969	46481246	+	26278	5
ENSMUSE00000679518	11	46524212	46538156	+	13945	1
ENSMUSE00000777598	11	46544209	46557067	+	12859	2
ENSMUSE00000905966	11	46548413	46556068	+	7656	1
ENSMUSE00000712765	11	46562031	46562607	+	577	0
ENSMUSE00000419674	11	46571536	46589232	+	17697	0
ENSMUSE00000709156	11	46727818	46728630	+	813	46
ENSMUSE00000896985	11	46735080	46756245	+	21166	2
ENSMUSE00001032849	11	46740061	46779578	+	39518	10
ENSMUSE00000419278	11	46810800	46844332	+	33533	4
ENSMUSE00000717811	11	46874413	46874757	+	345	0
ENSMUSE00000708542	11	47541432	47542306	+	875	1
ENSMUSE00000718367	11	48568355	48569015	+	661	3
ENSMUSE00000714585	11	48595279	48595809	+	531	1
ENSMUSE00000846935	11	48684709	48684827	+	119	0
ENSMUSE00000765747	11	48800332	48804974	+	4643	1117
ENSMUSE00000753719	11	48800357	48806088	+	5732	1245
ENSMUSE00000724933	11	48800360	48806434	+	6075	1281
ENSMUSE00000807819	11	48800374	48802667	+	2294	743
ENSMUSE00000521724	11	48800866	48800932	+	67	19
ENSMUSE00000521949	11	48802032	48802112	+	81	96
ENSMUSE00000522004	11	48803139	48803206	+	68	32
ENSMUSE00001238776	11	48803152	48806073	+	2922	530
ENSMUSE00000796473	11	48805448	48806093	+	646	161
ENSMUSE00000679464	11	48826140	48851187	+	25048	4
ENSMUSE00000482234	11	48837465	48850555	+	13091	3
ENSMUSE00000246736	11	48837471	48841433	+	3963	2
ENSMUSE00001402204	11	48837484	48840593	+	3110	2
ENSMUSE00001230198	11	48838514	48845547	+	7034	3
ENSMUSE00000724774	11	48838804	48845604	+	6801	3
ENSMUSE00000797826	11	48847902	48852209	+	4308	0
ENSMUSE00000662602	11	48978889	49135387	+	156499	570
ENSMUSE00001083137	11	49050733	49135387	+	84655	545
ENSMUSE00000679416	11	49076587	49096974	+	20388	378
ENSMUSE00000731335	11	49086700	49095436	+	8737	293
ENSMUSE00000246496	11	49087039	49096972	+	9934	378
ENSMUSE00000662599	11	49087052	49135320	+	48269	525
ENSMUSE00000662601	11	49087052	49135319	+	48268	525
ENSMUSE00001397507	11	49087068	49095998	+	8931	320
ENSMUSE00001400828	11	49088264	49096960	+	8697	320
ENSMUSE00001370147	11	49142274	49150453	+	8180	0
ENSMUSE00000365049	11	49148259	49149212	+	954	0
ENSMUSE00001403676	11	49154377	49162854	+	8478	2
ENSMUSE00000389537	11	49160016	49160954	+	939	0
ENSMUSE00000679374	11	49203292	49218553	+	15262	924
ENSMUSE00000679373	11	49203296	49218816	+	15521	933
ENSMUSE00000839354	11	49203506	49215670	+	12165	677
ENSMUSE00001058760	11	49212688	49218809	+	6122	450
ENSMUSE00000734983	11	49213592	49215323	+	1732	131
ENSMUSE00001069217	11	49214549	49218809	+	4261	366
ENSMUSE00000499476	11	49244191	49263022	+	18832	188
ENSMUSE00000363318	11	49244246	49263027	+	18782	188
ENSMUSE00000821107	11	49244409	49245460	+	1052	7
ENSMUSE00000791140	11	49244567	49245417	+	851	7
ENSMUSE00000844244	11	49245231	49260691	+	15461	145
ENSMUSE00000679349	11	49247477	49262995	+	15519	176
ENSMUSE00000653991	11	49247483	49263030	+	15548	176
ENSMUSE00000835569	11	49248957	49251637	+	2681	18
ENSMUSE00000841037	11	49250572	49260691	+	10120	129
ENSMUSE00000679350	11	49250590	49261291	+	10702	144
ENSMUSE00000824242	11	49256244	49257834	+	1591	22
ENSMUSE00001400090	11	49278304	49282769	+	4466	6
ENSMUSE00001015630	11	49280150	49281085	+	936	4
ENSMUSE00001395799	11	49285282	49295891	+	10610	1
ENSMUSE00001394577	11	49285285	49295891	+	10607	1
ENSMUSE00001334639	11	49293297	49294314	+	1018	0
ENSMUSE00001401709	11	49304741	49320021	+	15281	0
ENSMUSE00001319482	11	49317548	49318489	+	942	0
ENSMUSE00001405306	11	49322742	49329810	+	7069	0
ENSMUSE00001325951	11	49327411	49328348	+	938	0
ENSMUSE00001402720	11	49335188	49342247	+	7060	6
ENSMUSE00001019785	11	49340534	49341469	+	936	2
ENSMUSE00000707949	11	49404620	49405531	+	912	0
ENSMUSE00001395929	11	49423067	49432968	+	9902	0
ENSMUSE00001395596	11	49423135	49432968	+	9834	0
ENSMUSE00000362243	11	49430427	49431499	+	1073	0
ENSMUSE00001402782	11	49436624	49446103	+	9480	5
ENSMUSE00000339914	11	49443853	49444788	+	936	1
ENSMUSE00001397033	11	49455343	49464001	+	8659	1
ENSMUSE00000990936	11	49459681	49460616	+	936	0
ENSMUSE00001403986	11	49465046	49471697	+	6652	0
ENSMUSE00001368052	11	49465052	49471715	+	6664	0
ENSMUSE00001367171	11	49470054	49471181	+	1128	0
ENSMUSE00001393906	11	49489070	49497496	+	8427	0
ENSMUSE00001403769	11	49489088	49497496	+	8409	0
ENSMUSE00000486419	11	49494535	49495464	+	930	0
ENSMUSE00001395116	11	49506724	49517345	+	10622	4
ENSMUSE00000386777	11	49513618	49514651	+	1034	2
ENSMUSE00001367503	11	49519648	49527199	+	7552	2
ENSMUSE00000464442	11	49523721	49524660	+	940	0
ENSMUSE00001400571	11	49528247	49538691	+	10445	2
ENSMUSE00001404237	11	49528285	49538691	+	10407	2
ENSMUSE00001393918	11	49528345	49538691	+	10347	2
ENSMUSE00000993921	11	49535187	49536122	+	936	1
ENSMUSE00001395421	11	49543449	49556127	+	12679	0
ENSMUSE00000986035	11	49551749	49552684	+	936	0
ENSMUSE00001402902	11	49556878	49565859	+	8982	1
ENSMUSE00001365763	11	49563923	49564860	+	938	0
ENSMUSE00001289188	11	49609263	49652739	+	43477	2
ENSMUSE00001308522	11	49609263	49628941	+	19679	0
ENSMUSE00001284474	11	49663610	49665118	+	1509	0
ENSMUSE00000718512	11	49697880	49698366	+	487	0
ENSMUSE00001040275	11	49771833	49771909	+	77	0
ENSMUSE00000717730	11	49776499	49776877	+	379	0
ENSMUSE00000760203	11	49794178	49807750	+	13573	2
ENSMUSE00000467509	11	49794187	49838613	+	44427	22
ENSMUSE00001214129	11	49846751	49886421	+	39671	1254
ENSMUSE00000786855	11	49846753	49886421	+	39669	1254
ENSMUSE00000833043	11	49846771	49875626	+	28856	914
ENSMUSE00001303216	11	49846893	49873397	+	26505	828
ENSMUSE00001226417	11	49854230	49874325	+	20096	709
ENSMUSE00001305306	11	49854257	49883310	+	29054	1025
ENSMUSE00000707739	11	49895731	49895845	+	115	0
ENSMUSE00000591625	11	49901835	49980222	+	78388	20
ENSMUSE00001210504	11	49901855	49980215	+	78361	20
ENSMUSE00000885222	11	49902161	49980994	+	78834	20
ENSMUSE00000877012	11	49963785	49975750	+	11966	0
ENSMUSE00000662572	11	50025346	50104758	+	79413	611
ENSMUSE00000103950	11	50025348	50104753	+	79406	611
ENSMUSE00000522642	11	50069702	50069799	+	98	2
ENSMUSE00000755648	11	50093674	50104758	+	11085	63
ENSMUSE00000399897	11	50131396	50172785	+	41390	990
ENSMUSE00000793271	11	50131402	50140458	+	9057	220
ENSMUSE00001288212	11	50135427	50140568	+	5142	92
ENSMUSE00000799348	11	50145183	50150206	+	5024	104
ENSMUSE00000775272	11	50146572	50151441	+	4870	97
ENSMUSE00000808376	11	50148132	50149965	+	1834	48
ENSMUSE00000838790	11	50161663	50164095	+	2433	86
ENSMUSE00000829932	11	50174444	50178348	+	3905	21
ENSMUSE00000297344	11	50174849	50200115	+	25267	100
ENSMUSE00001263778	11	50174907	50197024	+	22118	87
ENSMUSE00000840451	11	50210890	50231099	+	20210	158
ENSMUSE00000459948	11	50225335	50235103	+	9769	38
ENSMUSE00000459943	11	50230740	50235103	+	4364	19
ENSMUSE00000806292	11	50230748	50231767	+	1020	3
ENSMUSE00001317593	11	50232245	50232306	+	62	1
ENSMUSE00001286190	11	50234023	50234917	+	895	6
ENSMUSE00001413682	11	50236953	50263384	+	26432	101
ENSMUSE00001184975	11	50237012	50288839	+	51828	136
ENSMUSE00000712909	11	50347628	50347889	+	262	0
ENSMUSE00001021481	11	50354462	50359699	+	5238	1
ENSMUSE00000397225	11	50357761	50359699	+	1939	1
ENSMUSE00000679162	11	50376990	50386528	+	9539	6075
ENSMUSE00001216737	11	50377719	50386528	+	8810	6074
ENSMUSE00001308891	11	50377751	50386528	+	8778	6074
ENSMUSE00001208017	11	50377765	50385921	+	8157	5582
ENSMUSE00001219750	11	50378301	50385923	+	7623	5430
ENSMUSE00001214927	11	50382947	50386321	+	3375	2779
ENSMUSE00000745286	11	50383087	50384033	+	947	888
ENSMUSE00001266011	11	50383242	50383920	+	679	731
ENSMUSE00000811621	11	50383812	50384693	+	882	844
ENSMUSE00001210722	11	50383831	50386389	+	2559	2055
ENSMUSE00000787159	11	50384963	50386225	+	1263	1221
ENSMUSE00000295779	11	50602084	50807573	+	205490	20
ENSMUSE00000739618	11	50776179	50777015	+	837	0
ENSMUSE00000793537	11	50781770	50782798	+	1029	0
ENSMUSE00000792870	11	50795417	50798346	+	2930	0
ENSMUSE00000846715	11	50809651	50809763	+	113	0
ENSMUSE00000754294	11	50850685	50866206	+	15522	4
ENSMUSE00000591497	11	50850986	50866177	+	15192	4
ENSMUSE00000726086	11	50856824	50866208	+	9385	4
ENSMUSE00000710446	11	50958948	50959948	+	1001	0
ENSMUSE00001394084	11	50966530	50973113	+	6584	0
ENSMUSE00000385477	11	50969020	50969967	+	948	0
ENSMUSE00000719591	11	50976730	50980064	+	3335	0
ENSMUSE00001365393	11	50981967	50986593	+	4627	0
ENSMUSE00001401526	11	50982074	50986593	+	4520	0
ENSMUSE00000461412	11	50984658	50985720	+	1063	0
ENSMUSE00000709197	11	50991791	50992745	+	955	0
ENSMUSE00001401915	11	51003596	51009676	+	6081	1
ENSMUSE00000490147	11	51006974	51007897	+	924	0
ENSMUSE00001398085	11	51014236	51031578	+	17343	6
ENSMUSE00001397853	11	51014357	51031578	+	17222	6
ENSMUSE00000967206	11	51027004	51027945	+	942	0
ENSMUSE00001041476	11	51048109	51049050	+	942	0
ENSMUSE00000662542	11	51059257	51071362	+	12106	1
ENSMUSE00000766372	11	51059259	51060071	+	813	1
ENSMUSE00001029153	11	51059294	51072799	+	13506	1
ENSMUSE00000653800	11	51085087	51091833	+	6747	0
ENSMUSE00000721091	11	51106631	51107869	+	1239	1
ENSMUSE00001014809	11	51142532	51143467	+	936	0
ENSMUSE00001445786	11	51220473	51235053	+	14581	2
ENSMUSE00000469210	11	51234125	51234908	+	784	0
ENSMUSE00000836381	11	51261730	51273626	+	11897	1126
ENSMUSE00001207280	11	51263114	51281764	+	18651	1721
ENSMUSE00001275524	11	51263150	51275259	+	12110	1231
ENSMUSE00000738996	11	51263162	51267504	+	4343	227
ENSMUSE00000804943	11	51263164	51272364	+	9201	919
ENSMUSE00001217681	11	51263174	51272060	+	8887	874
ENSMUSE00001253070	11	51263186	51281766	+	18581	1721
ENSMUSE00000950944	11	51270435	51270689	+	255	71
ENSMUSE00000725872	11	51271999	51277209	+	5211	635
ENSMUSE00001236570	11	51273612	51276237	+	2626	229
ENSMUSE00000754675	11	51274908	51275512	+	605	109
ENSMUSE00000821895	11	51280109	51281200	+	1092	71
ENSMUSE00000662538	11	51289920	51583918	+	293999	51
ENSMUSE00000579977	11	51574432	51580299	+	5868	4
ENSMUSE00000875284	11	51584757	51604489	+	19733	100
ENSMUSE00001256508	11	51584789	51601328	+	16540	93
ENSMUSE00000897513	11	51584803	51597010	+	12208	83
ENSMUSE00000896943	11	51584807	51587317	+	2511	27
ENSMUSE00001253186	11	51584811	51593306	+	8496	65
ENSMUSE00000898479	11	51591447	51593881	+	2435	23
ENSMUSE00000906511	11	51599267	51601067	+	1801	4
ENSMUSE00000364720	11	51619735	51623714	+	3980	126
ENSMUSE00000831677	11	51619771	51623429	+	3659	101
ENSMUSE00000653751	11	51650954	51657681	+	6728	12
ENSMUSE00000456021	11	51650956	51657680	+	6725	12
ENSMUSE00000834432	11	51763687	51791925	+	28239	474
ENSMUSE00000104061	11	51763694	51782801	+	19108	302
ENSMUSE00001391176	11	51898966	51909624	+	10659	2
ENSMUSE00000946232	11	51964382	51964489	+	108	0
ENSMUSE00000749464	11	51967661	51977334	+	9674	82
ENSMUSE00000776071	11	51967892	51976244	+	8353	72
ENSMUSE00000754611	11	52000853	52001911	+	1059	4
ENSMUSE00000678965	11	52004221	52084667	+	80447	184
ENSMUSE00000653700	11	52004225	52057563	+	53339	140
ENSMUSE00000455052	11	52004254	52038165	+	33912	58
ENSMUSE00001309548	11	52027073	52085109	+	58037	150
ENSMUSE00001298290	11	52032362	52089778	+	57417	150
ENSMUSE00001208340	11	52032447	52089784	+	57338	150
ENSMUSE00000721479	11	52033527	52089776	+	56250	146
ENSMUSE00000742010	11	52033530	52089778	+	56249	146
ENSMUSE00000292881	11	52098681	52127778	+	29098	3856
ENSMUSE00000974520	11	52118743	52119692	+	950	257
ENSMUSE00000945777	11	52126746	52126836	+	91	49
ENSMUSE00000710861	11	52188953	52189553	+	601	0
ENSMUSE00000781079	11	52231995	52245094	+	13100	1063
ENSMUSE00001221889	11	52232009	52246858	+	14850	1178
ENSMUSE00000678943	11	52232037	52238424	+	6388	587
ENSMUSE00000784291	11	52233724	52236619	+	2896	313
ENSMUSE00001239118	11	52236864	52246052	+	9189	644
ENSMUSE00000753034	11	52276055	52286179	+	10125	106
ENSMUSE00000662518	11	52360860	52389397	+	28538	361
ENSMUSE00000662517	11	52361135	52388496	+	27362	336
ENSMUSE00000792521	11	52374100	52376775	+	2676	23
ENSMUSE00001239259	11	52374263	52388523	+	14261	136
ENSMUSE00000842353	11	52387197	52388791	+	1595	27
ENSMUSE00001247040	11	52396428	52408728	+	12301	198
ENSMUSE00001281142	11	52396428	52404242	+	7815	132
ENSMUSE00000805066	11	52396646	52403274	+	6629	115
ENSMUSE00000716733	11	52405316	52405478	+	163	5
ENSMUSE00000653672	11	52764634	53188538	+	423905	36
ENSMUSE00000713729	11	53200684	53201058	+	375	7
ENSMUSE00000103821	11	53324679	53333301	+	8623	103
ENSMUSE00000103823	11	53327400	53332479	+	5080	71
ENSMUSE00000579912	11	53350833	53421830	+	70998	3733
ENSMUSE00000291734	11	53368073	53372520	+	4448	205
ENSMUSE00000803848	11	53368630	53375938	+	7309	309
ENSMUSE00000766112	11	53372580	53375710	+	3131	183
ENSMUSE00001303453	11	53372966	53398399	+	25434	884
ENSMUSE00000843848	11	53372974	53399625	+	26652	917
ENSMUSE00000521943	11	53390402	53390508	+	107	7
ENSMUSE00000776452	11	53404547	53409530	+	4984	156
