seqnames,start,end,width,strand,Conc,Conc_STAT5B_noIL2,Conc_STAT5B_IL2,Fold
9,75357598,75357803,206,*,2.02,1.78,2.22,-0.44
9,79919359,79919548,190,*,2.02,1.78,2.22,-0.44
9,92384503,92384711,209,*,2.02,1.78,2.22,-0.44
9,114471932,114472151,220,*,2.02,1.78,2.22,-0.44
9,116136668,116136922,255,*,2.02,1.78,2.22,-0.44
CHR_MMCHR1_CHORI29_IDD5_1,61056884,61057107,224,*,2.02,1.78,2.22,-0.44
X,167146595,167146808,214,*,2.02,1.78,2.22,-0.44
1,37890044,37890476,433,*,3.67,3.78,3.54,0.24
16,55820206,55820488,283,*,3.89,3.78,4,-0.22
6,119908169,119908651,483,*,3.89,3.78,4,-0.22
13,30619383,30619734,352,*,3.49,3.36,3.61,-0.25
4,122934038,122934319,282,*,3.49,3.36,3.61,-0.25
1,73947986,73948303,318,*,2.94,2.78,3.08,-0.3
11,88103258,88103557,300,*,2.94,2.78,3.08,-0.3
1,136699217,136699432,216,*,2.63,2.78,2.47,0.31
1,144337607,144337815,209,*,2.63,2.78,2.47,0.31
12,32343572,32343751,180,*,2.63,2.78,2.47,0.31
13,36288302,36288519,218,*,2.63,2.78,2.47,0.31
13,51970124,51970436,313,*,2.63,2.78,2.47,0.31
2,71801006,71801223,218,*,2.63,2.78,2.47,0.31
2,72365279,72365537,259,*,2.63,2.78,2.47,0.31
6,149439185,149439382,198,*,2.63,2.78,2.47,0.31
9,21610039,21610349,311,*,2.63,2.78,2.47,0.31
19,4505907,4506319,413,*,3.25,3.36,3.13,0.24
5,124035919,124036195,277,*,3.25,3.36,3.13,0.24
1,126748011,126748291,281,*,3.48,3.36,3.58,-0.21
1,34005552,34005774,223,*,1.6,1.78,1.39,0.39
1,58301012,58301162,151,*,1.6,1.78,1.39,0.39
1,58728516,58728663,148,*,1.6,1.78,1.39,0.39
1,88327594,88327741,148,*,1.6,1.78,1.39,0.39
1,130886528,130886692,165,*,1.6,1.78,1.39,0.39
1,133188775,133188974,200,*,1.6,1.78,1.39,0.39
1,136601065,136601212,148,*,1.6,1.78,1.39,0.39
1,144283466,144283660,195,*,1.6,1.78,1.39,0.39
1,160307494,160307690,197,*,1.6,1.78,1.39,0.39
1,166434033,166434180,148,*,1.6,1.78,1.39,0.39
1,173624218,173624438,221,*,1.6,1.78,1.39,0.39
1,179377292,179377439,148,*,1.6,1.78,1.39,0.39
10,7958992,7959162,171,*,1.6,1.78,1.39,0.39
10,18964993,18965140,148,*,1.6,1.78,1.39,0.39
10,19118655,19118834,180,*,1.6,1.78,1.39,0.39
10,21982527,21982674,148,*,1.6,1.78,1.39,0.39
10,37263709,37263856,148,*,1.6,1.78,1.39,0.39
10,39600137,39600336,200,*,1.6,1.78,1.39,0.39
10,59938799,59938947,149,*,1.6,1.78,1.39,0.39
10,62543721,62543868,148,*,1.6,1.78,1.39,0.39
10,67105074,67105233,160,*,1.6,1.78,1.39,0.39
10,80931439,80931657,219,*,1.6,1.78,1.39,0.39
10,81510293,81510484,192,*,1.6,1.78,1.39,0.39
10,88255677,88255959,283,*,1.6,1.78,1.39,0.39
10,94946109,94946256,148,*,1.6,1.78,1.39,0.39
10,95371937,95372142,206,*,1.6,1.78,1.39,0.39
10,95941802,95942038,237,*,1.6,1.78,1.39,0.39
11,26164681,26164923,243,*,1.6,1.78,1.39,0.39
11,51805261,51805408,148,*,1.6,1.78,1.39,0.39
11,54522471,54522642,172,*,1.6,1.78,1.39,0.39
11,54568125,54568285,161,*,1.6,1.78,1.39,0.39
11,61597725,61597872,148,*,1.6,1.78,1.39,0.39
11,87720086,87720269,184,*,1.6,1.78,1.39,0.39
11,94098926,94099114,189,*,1.6,1.78,1.39,0.39
12,8842781,8842928,148,*,1.6,1.78,1.39,0.39
12,24868671,24868827,157,*,1.6,1.78,1.39,0.39
12,32273658,32273805,148,*,1.6,1.78,1.39,0.39
12,54352949,54353159,211,*,1.6,1.78,1.39,0.39
12,55954268,55954510,243,*,1.6,1.78,1.39,0.39
12,56327551,56327698,148,*,1.6,1.78,1.39,0.39
12,75726744,75726950,207,*,1.6,1.78,1.39,0.39
12,77065589,77065757,169,*,1.6,1.78,1.39,0.39
12,99329261,99329408,148,*,1.6,1.78,1.39,0.39
12,112853129,112853296,168,*,1.6,1.78,1.39,0.39
12,118390781,118390948,168,*,1.6,1.78,1.39,0.39
13,5660753,5661002,250,*,1.6,1.78,1.39,0.39
13,6193093,6193240,148,*,1.6,1.78,1.39,0.39
13,19182564,19182725,162,*,1.6,1.78,1.39,0.39
13,30645746,30645958,213,*,1.6,1.78,1.39,0.39
13,32403113,32403295,183,*,1.6,1.78,1.39,0.39
13,44417197,44417365,169,*,1.6,1.78,1.39,0.39
13,52860386,52860577,192,*,1.6,1.78,1.39,0.39
13,67173052,67173247,196,*,1.6,1.78,1.39,0.39
13,67729143,67729349,207,*,1.6,1.78,1.39,0.39
13,97249558,97249705,148,*,1.6,1.78,1.39,0.39
13,104763537,104763684,148,*,1.6,1.78,1.39,0.39
13,104825639,104825786,148,*,1.6,1.78,1.39,0.39
13,107168841,107169003,163,*,1.6,1.78,1.39,0.39
13,112376292,112376439,148,*,1.6,1.78,1.39,0.39
14,47357941,47358099,159,*,1.6,1.78,1.39,0.39
14,64229131,64229385,255,*,1.6,1.78,1.39,0.39
14,72752760,72752907,148,*,1.6,1.78,1.39,0.39
15,36179643,36179819,177,*,1.6,1.78,1.39,0.39
15,59145750,59145897,148,*,1.6,1.78,1.39,0.39
15,59263682,59263894,213,*,1.6,1.78,1.39,0.39
15,60136825,60136972,148,*,1.6,1.78,1.39,0.39
15,73318642,73318900,259,*,1.6,1.78,1.39,0.39
15,99973422,99973569,148,*,1.6,1.78,1.39,0.39
15,100419646,100419863,218,*,1.6,1.78,1.39,0.39
15,103943527,103943771,245,*,1.6,1.78,1.39,0.39
16,3114951,3115175,225,*,1.6,1.78,1.39,0.39
16,10690133,10690382,250,*,1.6,1.78,1.39,0.39
16,24205126,24205348,223,*,1.6,1.78,1.39,0.39
16,24392644,24392835,192,*,1.6,1.78,1.39,0.39
16,32124391,32124543,153,*,1.6,1.78,1.39,0.39
16,32129454,32129601,148,*,1.6,1.78,1.39,0.39
16,35905617,35905764,148,*,1.6,1.78,1.39,0.39
16,36505931,36506109,179,*,1.6,1.78,1.39,0.39
16,38181134,38181354,221,*,1.6,1.78,1.39,0.39
16,44484242,44484467,226,*,1.6,1.78,1.39,0.39
16,46020523,46020691,169,*,1.6,1.78,1.39,0.39
16,48777387,48777570,184,*,1.6,1.78,1.39,0.39
16,51807627,51807785,159,*,1.6,1.78,1.39,0.39
16,52055276,52055431,156,*,1.6,1.78,1.39,0.39
16,84646151,84646301,151,*,1.6,1.78,1.39,0.39
16,84646513,84646660,148,*,1.6,1.78,1.39,0.39
16,90298968,90299115,148,*,1.6,1.78,1.39,0.39
16,95436800,95437026,227,*,1.6,1.78,1.39,0.39
17,12165395,12165583,189,*,1.6,1.78,1.39,0.39
17,21477779,21477930,152,*,1.6,1.78,1.39,0.39
17,41222583,41222800,218,*,1.6,1.78,1.39,0.39
17,44557418,44557579,162,*,1.6,1.78,1.39,0.39
17,47177735,47177891,157,*,1.6,1.78,1.39,0.39
17,47357300,47357447,148,*,1.6,1.78,1.39,0.39
17,63288458,63288645,188,*,1.6,1.78,1.39,0.39
17,80634308,80634484,177,*,1.6,1.78,1.39,0.39
17,84405860,84406031,172,*,1.6,1.78,1.39,0.39
17,84419877,84420065,189,*,1.6,1.78,1.39,0.39
18,25242965,25243209,245,*,1.6,1.78,1.39,0.39
18,60952392,60952577,186,*,1.6,1.78,1.39,0.39
18,78476155,78476303,149,*,1.6,1.78,1.39,0.39
19,4012868,4013029,162,*,1.6,1.78,1.39,0.39
19,23141244,23141432,189,*,1.6,1.78,1.39,0.39
19,32760767,32760914,148,*,1.6,1.78,1.39,0.39
2,45056120,45056273,154,*,1.6,1.78,1.39,0.39
2,61483920,61484117,198,*,1.6,1.78,1.39,0.39
2,73540397,73540559,163,*,1.6,1.78,1.39,0.39
2,83711142,83711306,165,*,1.6,1.78,1.39,0.39
2,85034179,85034396,218,*,1.6,1.78,1.39,0.39
2,90487409,90487583,175,*,1.6,1.78,1.39,0.39
2,117399637,117399784,148,*,1.6,1.78,1.39,0.39
2,127314512,127314659,148,*,1.6,1.78,1.39,0.39
2,127318188,127318352,165,*,1.6,1.78,1.39,0.39
2,128250859,128251057,199,*,1.6,1.78,1.39,0.39
2,181404254,181404401,148,*,1.6,1.78,1.39,0.39
3,40980890,40981037,148,*,1.6,1.78,1.39,0.39
3,52791090,52791237,148,*,1.6,1.78,1.39,0.39
3,97948601,97948748,148,*,1.6,1.78,1.39,0.39
3,105959167,105959392,226,*,1.6,1.78,1.39,0.39
4,48273580,48273746,167,*,1.6,1.78,1.39,0.39
4,72201377,72201558,182,*,1.6,1.78,1.39,0.39
4,103162577,103162774,198,*,1.6,1.78,1.39,0.39
4,129365400,129365573,174,*,1.6,1.78,1.39,0.39
4,134052581,134052731,151,*,1.6,1.78,1.39,0.39
4,136060177,136060324,148,*,1.6,1.78,1.39,0.39
4,155210268,155210429,162,*,1.6,1.78,1.39,0.39
5,11255733,11255906,174,*,1.6,1.78,1.39,0.39
5,11595393,11595545,153,*,1.6,1.78,1.39,0.39
5,33039099,33039284,186,*,1.6,1.78,1.39,0.39
5,33516346,33516528,183,*,1.6,1.78,1.39,0.39
5,43978819,43979036,218,*,1.6,1.78,1.39,0.39
5,66200234,66200447,214,*,1.6,1.78,1.39,0.39
5,100585235,100585411,177,*,1.6,1.78,1.39,0.39
5,112343356,112343601,246,*,1.6,1.78,1.39,0.39
5,113036392,113036539,148,*,1.6,1.78,1.39,0.39
5,121449359,121449506,148,*,1.6,1.78,1.39,0.39
5,135667051,135667206,156,*,1.6,1.78,1.39,0.39
5,140617920,140618067,148,*,1.6,1.78,1.39,0.39
6,15747403,15747557,155,*,1.6,1.78,1.39,0.39
6,22459589,22459736,148,*,1.6,1.78,1.39,0.39
6,99389079,99389226,148,*,1.6,1.78,1.39,0.39
6,126995593,126995799,207,*,1.6,1.78,1.39,0.39
6,129577127,129577274,148,*,1.6,1.78,1.39,0.39
6,142780162,142780333,172,*,1.6,1.78,1.39,0.39
6,144640545,144640751,207,*,1.6,1.78,1.39,0.39
6,146081233,146081434,202,*,1.6,1.78,1.39,0.39
7,25181644,25181791,148,*,1.6,1.78,1.39,0.39
7,43579342,43579498,157,*,1.6,1.78,1.39,0.39
7,99869453,99869600,148,*,1.6,1.78,1.39,0.39
7,100992152,100992326,175,*,1.6,1.78,1.39,0.39
7,108991393,108991573,181,*,1.6,1.78,1.39,0.39
7,132428442,132428594,153,*,1.6,1.78,1.39,0.39
8,13265591,13265744,154,*,1.6,1.78,1.39,0.39
8,72189880,72190027,148,*,1.6,1.78,1.39,0.39
8,78669587,78669734,148,*,1.6,1.78,1.39,0.39
8,81702150,81702317,168,*,1.6,1.78,1.39,0.39
8,88270226,88270377,152,*,1.6,1.78,1.39,0.39
8,105204885,105205032,148,*,1.6,1.78,1.39,0.39
8,119717715,119717938,224,*,1.6,1.78,1.39,0.39
8,126603202,126603357,156,*,1.6,1.78,1.39,0.39
8,128425641,128425810,170,*,1.6,1.78,1.39,0.39
9,23127886,23128069,184,*,1.6,1.78,1.39,0.39
9,38718181,38718336,156,*,1.6,1.78,1.39,0.39
9,50836062,50836222,161,*,1.6,1.78,1.39,0.39
9,71165172,71165342,171,*,1.6,1.78,1.39,0.39
9,78176054,78176201,148,*,1.6,1.78,1.39,0.39
9,88329067,88329265,199,*,1.6,1.78,1.39,0.39
9,92249534,92249681,148,*,1.6,1.78,1.39,0.39
9,95280054,95280222,169,*,1.6,1.78,1.39,0.39
9,107719470,107719617,148,*,1.6,1.78,1.39,0.39
9,108036040,108036187,148,*,1.6,1.78,1.39,0.39
9,108630828,108630975,148,*,1.6,1.78,1.39,0.39
CHR_MG4310_MG4311_PATCH,146270190,146270337,148,*,1.6,1.78,1.39,0.39
CHR_WSB_EIJ_MMCHR11_CTG2,71316158,71316344,187,*,1.6,1.78,1.39,0.39
X,7308333,7308505,173,*,1.6,1.78,1.39,0.39
X,103981525,103981681,157,*,1.6,1.78,1.39,0.39
X,153835999,153836210,212,*,1.6,1.78,1.39,0.39
X,159171842,159172054,213,*,1.6,1.78,1.39,0.39
1,20980574,20980777,204,*,1.96,1.78,2.13,-0.35
1,30793040,30793276,237,*,1.96,1.78,2.13,-0.35
1,74672712,74672891,180,*,1.96,1.78,2.13,-0.35
1,144316353,144316534,182,*,1.96,1.78,2.13,-0.35
10,5591637,5591889,253,*,1.96,1.78,2.13,-0.35
10,17485611,17485832,222,*,1.96,1.78,2.13,-0.35
10,24638177,24638469,293,*,1.96,1.78,2.13,-0.35
10,45020537,45020748,212,*,1.96,1.78,2.13,-0.35
10,74969368,74969583,216,*,1.96,1.78,2.13,-0.35
10,75696957,75697278,322,*,1.96,1.78,2.13,-0.35
10,95146578,95146797,220,*,1.96,1.78,2.13,-0.35
10,99485712,99485916,205,*,1.96,1.78,2.13,-0.35
10,108118322,108118473,152,*,1.96,1.78,2.13,-0.35
11,3246929,3247227,299,*,1.96,1.78,2.13,-0.35
11,21110844,21111038,195,*,1.96,1.78,2.13,-0.35
11,54626990,54627194,205,*,1.96,1.78,2.13,-0.35
11,57952760,57952943,184,*,1.96,1.78,2.13,-0.35
11,70113973,70114156,184,*,1.96,1.78,2.13,-0.35
11,73092992,73093159,168,*,1.96,1.78,2.13,-0.35
11,78177130,78177325,196,*,1.96,1.78,2.13,-0.35
11,96455199,96455416,218,*,1.96,1.78,2.13,-0.35
12,73699597,73699768,172,*,1.96,1.78,2.13,-0.35
13,8744738,8744968,231,*,1.96,1.78,2.13,-0.35
13,40922594,40922792,199,*,1.96,1.78,2.13,-0.35
13,44393512,44393704,193,*,1.96,1.78,2.13,-0.35
13,51768050,51768284,235,*,1.96,1.78,2.13,-0.35
13,67269133,67269373,241,*,1.96,1.78,2.13,-0.35
13,67332563,67332805,243,*,1.96,1.78,2.13,-0.35
14,14088159,14088436,278,*,1.96,1.78,2.13,-0.35
14,74949227,74949491,265,*,1.96,1.78,2.13,-0.35
15,9569549,9569696,148,*,1.96,1.78,2.13,-0.35
15,9701942,9702219,278,*,1.96,1.78,2.13,-0.35
15,59481919,59482106,188,*,1.96,1.78,2.13,-0.35
15,62268273,62268422,150,*,1.96,1.78,2.13,-0.35
16,35919015,35919339,325,*,1.96,1.78,2.13,-0.35
16,49798930,49799136,207,*,1.96,1.78,2.13,-0.35
16,49805087,49805242,156,*,1.96,1.78,2.13,-0.35
16,55665962,55666159,198,*,1.96,1.78,2.13,-0.35
17,26572391,26572656,266,*,1.96,1.78,2.13,-0.35
17,30623334,30623540,207,*,1.96,1.78,2.13,-0.35
17,86301170,86301412,243,*,1.96,1.78,2.13,-0.35
18,7868362,7868595,234,*,1.96,1.78,2.13,-0.35
18,79064104,79064309,206,*,1.96,1.78,2.13,-0.35
18,79434597,79434820,224,*,1.96,1.78,2.13,-0.35
19,38010595,38010785,191,*,1.96,1.78,2.13,-0.35
19,56530664,56530909,246,*,1.96,1.78,2.13,-0.35
19,57325900,57326115,216,*,1.96,1.78,2.13,-0.35
2,3753709,3754090,382,*,1.96,1.78,2.13,-0.35
2,30237145,30237334,190,*,1.96,1.78,2.13,-0.35
2,34139822,34140014,193,*,1.96,1.78,2.13,-0.35
2,73281364,73281597,234,*,1.96,1.78,2.13,-0.35
2,90676152,90676357,206,*,1.96,1.78,2.13,-0.35
3,22151296,22151568,273,*,1.96,1.78,2.13,-0.35
3,40903337,40903573,237,*,1.96,1.78,2.13,-0.35
3,51730860,51731100,241,*,1.96,1.78,2.13,-0.35
3,52929721,52930003,283,*,1.96,1.78,2.13,-0.35
3,84731839,84732065,227,*,1.96,1.78,2.13,-0.35
3,86214312,86214513,202,*,1.96,1.78,2.13,-0.35
3,101236837,101237072,236,*,1.96,1.78,2.13,-0.35
3,107062194,107062461,268,*,1.96,1.78,2.13,-0.35
4,9009811,9010033,223,*,1.96,1.78,2.13,-0.35
4,48039587,48039780,194,*,1.96,1.78,2.13,-0.35
4,117100243,117100422,180,*,1.96,1.78,2.13,-0.35
4,129067785,129067992,208,*,1.96,1.78,2.13,-0.35
4,150405865,150406090,226,*,1.96,1.78,2.13,-0.35
5,41664382,41664620,239,*,1.96,1.78,2.13,-0.35
5,105353546,105353708,163,*,1.96,1.78,2.13,-0.35
6,50394231,50394406,176,*,1.96,1.78,2.13,-0.35
7,19404190,19404471,282,*,1.96,1.78,2.13,-0.35
7,84638698,84638910,213,*,1.96,1.78,2.13,-0.35
7,98555204,98555416,213,*,1.96,1.78,2.13,-0.35
7,140990834,140991079,246,*,1.96,1.78,2.13,-0.35
8,25009718,25009881,164,*,1.96,1.78,2.13,-0.35
8,111821120,111821459,340,*,1.96,1.78,2.13,-0.35
9,32480557,32480754,198,*,1.96,1.78,2.13,-0.35
9,32661767,32661994,228,*,1.96,1.78,2.13,-0.35
9,61216338,61216544,207,*,1.96,1.78,2.13,-0.35
X,52929858,52930057,200,*,1.96,1.78,2.13,-0.35
11,54287754,54288038,285,*,2.91,2.78,3.03,-0.25
16,49770417,49770608,192,*,2.91,2.78,3.03,-0.25
2,43753242,43753553,312,*,2.91,2.78,3.03,-0.25
3,115857786,115858094,309,*,2.91,2.78,3.03,-0.25
7,28381127,28381330,204,*,2.91,2.78,3.03,-0.25
7,106279565,106279739,175,*,2.91,2.78,3.03,-0.25
7,135591480,135591843,364,*,2.91,2.78,3.03,-0.25
15,5238655,5239048,394,*,4.29,4.36,4.22,0.14
6,108535446,108535812,367,*,3.87,3.78,3.95,-0.17
1,51525560,51525794,235,*,2.67,2.78,2.54,0.24
11,78262189,78262466,278,*,2.67,2.78,2.54,0.24
13,85430218,85430422,205,*,2.67,2.78,2.54,0.24
14,104336863,104337111,249,*,2.67,2.78,2.54,0.24
17,64579856,64580153,298,*,2.67,2.78,2.54,0.24
3,127875587,127875832,246,*,2.67,2.78,2.54,0.24
7,16841715,16842062,348,*,2.67,2.78,2.54,0.24
8,46739323,46739610,288,*,2.67,2.78,2.54,0.24
8,83699759,83699984,226,*,2.67,2.78,2.54,0.24
12,33171014,33171421,408,*,3.27,3.36,3.17,0.19
16,52129523,52129810,288,*,3.27,3.36,3.17,0.19
4,7689535,7689777,243,*,3.27,3.36,3.17,0.19
1,61050447,61050852,406,*,3.46,3.36,3.54,-0.18
12,77056953,77057219,267,*,3.46,3.36,3.54,-0.18
13,97680501,97680841,341,*,4.43,4.36,4.49,-0.12
1,46864308,46864643,336,*,3.85,3.78,3.92,-0.14
9,114731783,114732186,404,*,3.85,3.78,3.92,-0.14
11,62185026,62185442,417,*,2.88,2.78,2.98,-0.2
2,32464351,32464611,261,*,2.88,2.78,2.98,-0.2
2,154659705,154659950,246,*,2.88,2.78,2.98,-0.2
7,41393670,41394040,371,*,2.88,2.78,2.98,-0.2
7,47113509,47113780,272,*,2.88,2.78,2.98,-0.2
7,140206986,140207217,232,*,2.88,2.78,2.98,-0.2
9,85107326,85107639,314,*,2.88,2.78,2.98,-0.2
CHR_MG3829_PATCH,88103241,88103537,297,*,2.88,2.78,2.98,-0.2
6,124750421,124750717,297,*,4.16,4.1,4.22,-0.12
7,140320926,140321395,470,*,4.16,4.1,4.22,-0.12
1,13572714,13572916,203,*,1.91,1.78,2.03,-0.25
1,30830323,30830526,204,*,1.91,1.78,2.03,-0.25
1,52374756,52374922,167,*,1.91,1.78,2.03,-0.25
1,58423897,58424078,182,*,1.91,1.78,2.03,-0.25
1,64091383,64091638,256,*,1.91,1.78,2.03,-0.25
1,84859141,84859355,215,*,1.91,1.78,2.03,-0.25
1,131378944,131379128,185,*,1.91,1.78,2.03,-0.25
1,135154494,135154742,249,*,1.91,1.78,2.03,-0.25
1,160286553,160286724,172,*,1.91,1.78,2.03,-0.25
1,161156654,161156875,222,*,1.91,1.78,2.03,-0.25
1,164815452,164815669,218,*,1.91,1.78,2.03,-0.25
1,191098028,191098200,173,*,1.91,1.78,2.03,-0.25
10,4971808,4971976,169,*,1.91,1.78,2.03,-0.25
10,6916673,6916879,207,*,1.91,1.78,2.03,-0.25
10,19494542,19494749,208,*,1.91,1.78,2.03,-0.25
10,30746248,30746438,191,*,1.91,1.78,2.03,-0.25
10,80696115,80696339,225,*,1.91,1.78,2.03,-0.25
11,4422715,4422934,220,*,1.91,1.78,2.03,-0.25
11,21220758,21220996,239,*,1.91,1.78,2.03,-0.25
11,52419692,52419930,239,*,1.91,1.78,2.03,-0.25
11,67564227,67564432,206,*,1.91,1.78,2.03,-0.25
11,77252255,77252488,234,*,1.91,1.78,2.03,-0.25
11,118227800,118227947,148,*,1.91,1.78,2.03,-0.25
12,69412071,69412239,169,*,1.91,1.78,2.03,-0.25
12,69419223,69419431,209,*,1.91,1.78,2.03,-0.25
12,80937687,80937908,222,*,1.91,1.78,2.03,-0.25
13,114895945,114896147,203,*,1.91,1.78,2.03,-0.25
14,31662873,31663104,232,*,1.91,1.78,2.03,-0.25
14,56296941,56297100,160,*,1.91,1.78,2.03,-0.25
15,11399834,11399996,163,*,1.91,1.78,2.03,-0.25
15,80127279,80127473,195,*,1.91,1.78,2.03,-0.25
15,84078855,84079087,233,*,1.91,1.78,2.03,-0.25
15,99154846,99155069,224,*,1.91,1.78,2.03,-0.25
16,23130096,23130293,198,*,1.91,1.78,2.03,-0.25
16,33840677,33840887,211,*,1.91,1.78,2.03,-0.25
16,34728676,34728937,262,*,1.91,1.78,2.03,-0.25
16,38396289,38396444,156,*,1.91,1.78,2.03,-0.25
16,59480391,59480574,184,*,1.91,1.78,2.03,-0.25
17,80564324,80564630,307,*,1.91,1.78,2.03,-0.25
18,14613520,14613756,237,*,1.91,1.78,2.03,-0.25
18,55548374,55548570,197,*,1.91,1.78,2.03,-0.25
19,10880764,10880967,204,*,1.91,1.78,2.03,-0.25
19,16130080,16130268,189,*,1.91,1.78,2.03,-0.25
19,29851408,29851562,155,*,1.91,1.78,2.03,-0.25
19,34290394,34290560,167,*,1.91,1.78,2.03,-0.25
19,45577572,45577766,195,*,1.91,1.78,2.03,-0.25
2,13492852,13493106,255,*,1.91,1.78,2.03,-0.25
2,16365873,16366022,150,*,1.91,1.78,2.03,-0.25
2,37575851,37576035,185,*,1.91,1.78,2.03,-0.25
2,48327662,48327820,159,*,1.91,1.78,2.03,-0.25
2,62390364,62390557,194,*,1.91,1.78,2.03,-0.25
2,93213840,93214036,197,*,1.91,1.78,2.03,-0.25
2,102382601,102382805,205,*,1.91,1.78,2.03,-0.25
2,124732495,124732732,238,*,1.91,1.78,2.03,-0.25
2,131423796,131424015,220,*,1.91,1.78,2.03,-0.25
2,152349924,152350135,212,*,1.91,1.78,2.03,-0.25
2,153238019,153238188,170,*,1.91,1.78,2.03,-0.25
2,155703681,155703870,190,*,1.91,1.78,2.03,-0.25
2,172401568,172401738,171,*,1.91,1.78,2.03,-0.25
3,37284059,37284206,148,*,1.91,1.78,2.03,-0.25
3,37748111,37748369,259,*,1.91,1.78,2.03,-0.25
3,60485721,60485875,155,*,1.91,1.78,2.03,-0.25
3,86844286,86844522,237,*,1.91,1.78,2.03,-0.25
3,103857602,103857772,171,*,1.91,1.78,2.03,-0.25
3,136940844,136941088,245,*,1.91,1.78,2.03,-0.25
3,146705336,146705547,212,*,1.91,1.78,2.03,-0.25
4,9066465,9066649,185,*,1.91,1.78,2.03,-0.25
4,107171797,107172033,237,*,1.91,1.78,2.03,-0.25
4,141559089,141559278,190,*,1.91,1.78,2.03,-0.25
4,145336155,145336331,177,*,1.91,1.78,2.03,-0.25
5,36373237,36373411,175,*,1.91,1.78,2.03,-0.25
5,36436854,36437148,295,*,1.91,1.78,2.03,-0.25
5,64297200,64297536,337,*,1.91,1.78,2.03,-0.25
5,64662060,64662292,233,*,1.91,1.78,2.03,-0.25
5,99461280,99461525,246,*,1.91,1.78,2.03,-0.25
5,142923407,142923590,184,*,1.91,1.78,2.03,-0.25
6,54763980,54764145,166,*,1.91,1.78,2.03,-0.25
6,65530117,65530329,213,*,1.91,1.78,2.03,-0.25
6,71364054,71364202,149,*,1.91,1.78,2.03,-0.25
6,82753244,82753443,200,*,1.91,1.78,2.03,-0.25
6,91066934,91067200,267,*,1.91,1.78,2.03,-0.25
6,129315784,129315936,153,*,1.91,1.78,2.03,-0.25
6,148212135,148212332,198,*,1.91,1.78,2.03,-0.25
7,27609786,27610013,228,*,1.91,1.78,2.03,-0.25
7,31527307,31527514,208,*,1.91,1.78,2.03,-0.25
7,58388483,58388701,219,*,1.91,1.78,2.03,-0.25
7,101287997,101288204,208,*,1.91,1.78,2.03,-0.25
7,104315353,104315559,207,*,1.91,1.78,2.03,-0.25
7,125488904,125489077,174,*,1.91,1.78,2.03,-0.25
7,139476759,139477029,271,*,1.91,1.78,2.03,-0.25
8,10990532,10990708,177,*,1.91,1.78,2.03,-0.25
8,35425997,35426188,192,*,1.91,1.78,2.03,-0.25
8,57651652,57651889,238,*,1.91,1.78,2.03,-0.25
8,70673585,70673765,181,*,1.91,1.78,2.03,-0.25
8,81802461,81802717,257,*,1.91,1.78,2.03,-0.25
8,94454245,94454497,253,*,1.91,1.78,2.03,-0.25
8,111534179,111534375,197,*,1.91,1.78,2.03,-0.25
8,114977948,114978120,173,*,1.91,1.78,2.03,-0.25
8,126804268,126804442,175,*,1.91,1.78,2.03,-0.25
9,45229141,45229341,201,*,1.91,1.78,2.03,-0.25
9,58583488,58583666,179,*,1.91,1.78,2.03,-0.25
9,65296481,65296678,198,*,1.91,1.78,2.03,-0.25
9,72015016,72015205,190,*,1.91,1.78,2.03,-0.25
9,94412424,94412592,169,*,1.91,1.78,2.03,-0.25
9,94534323,94534572,250,*,1.91,1.78,2.03,-0.25
CHR_MG89_PATCH,40803640,40803858,219,*,1.91,1.78,2.03,-0.25
CHR_MMCHR1_CHORI29_IDD5_1,61080826,61080973,148,*,1.91,1.78,2.03,-0.25
GL456213.1,38921,39176,256,*,1.91,1.78,2.03,-0.25
X,113826859,113827083,225,*,1.91,1.78,2.03,-0.25
X,167134351,167134526,176,*,1.91,1.78,2.03,-0.25
2,62463516,62463815,300,*,3.44,3.36,3.51,-0.14
6,47835350,47835698,349,*,3.44,3.36,3.51,-0.14
7,3629900,3630173,274,*,3.44,3.36,3.51,-0.14
10,96654475,96654832,358,*,3.29,3.36,3.22,0.14
11,93914532,93914797,266,*,3.29,3.36,3.22,0.14
15,97821319,97821514,196,*,3.29,3.36,3.22,0.14
2,11636152,11636434,283,*,3.29,3.36,3.22,0.14
3,105825755,105826037,283,*,3.29,3.36,3.22,0.14
6,99428636,99428980,345,*,4.32,4.36,4.26,0.1
1,39281935,39282226,292,*,2.7,2.78,2.61,0.17
11,117242658,117242888,231,*,2.7,2.78,2.61,0.17
14,57577771,57578023,253,*,2.7,2.78,2.61,0.17
15,12013983,12014199,217,*,2.7,2.78,2.61,0.17
16,51878237,51878527,291,*,2.7,2.78,2.61,0.17
2,52319242,52319469,228,*,2.7,2.78,2.61,0.17
3,131208599,131208844,246,*,2.7,2.78,2.61,0.17
5,124482821,124483171,351,*,2.7,2.78,2.61,0.17
X,113178599,113178887,289,*,2.7,2.78,2.61,0.17
1,153749368,153749821,454,*,3.84,3.78,3.89,-0.11
11,46403702,46404047,346,*,3.84,3.78,3.89,-0.11
11,116377106,116377526,421,*,3.84,3.78,3.89,-0.11
1,53819781,53819935,155,*,1.67,1.78,1.54,0.24
1,59608276,59608423,148,*,1.67,1.78,1.54,0.24
1,73936604,73936777,174,*,1.67,1.78,1.54,0.24
1,80389640,80389863,224,*,1.67,1.78,1.54,0.24
