seqnames,start,end,width,strand,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr19,53281858,53282263,406,*,Distal Intergenic,19,53248885,53265405,16521,2,69319,ENSMUST00000235503.1,-16453,ENSMUSG00000118314,1700001K23Rik,RIKEN cDNA 1700001K23 gene
chr19,53536830,53537120,291,*,Promoter (7-8kb),19,53529109,53542431,13323,1,240672,ENSMUST00000038287.6,7721,ENSMUSG00000034765,Dusp5,dual specificity phosphatase 5
chr19,53792320,53792692,373,*,Promoter (<=1kb),19,53793308,53813573,20266,1,73713,ENSMUST00000162910.1,-616,ENSMUSG00000043639,Rbm20,RNA binding motif protein 20
chr19,53891046,53891209,164,*,Promoter (1-2kb),19,53892231,53929851,37621,1,18569,ENSMUST00000074371.12,-1022,ENSMUSG00000024975,Pdcd4,programmed cell death 4
chr19,53899913,53900319,407,*,Promoter (2-3kb),19,53903299,53929860,26562,1,18569,ENSMUST00000025931.13,-2980,ENSMUSG00000024975,Pdcd4,programmed cell death 4
chr2,3649326,3649500,175,*,"Intron (ENSMUST00000226435.1/66540, intron 2 of 4)",2,3613758,3779787,166030,1,66540,ENSMUST00000115052.8,35568,ENSMUSG00000026655,Fam107b,"family with sequence similarity 107, member B"
chr2,3657452,3657993,542,*,"Intron (ENSMUST00000226435.1/66540, intron 2 of 4)",2,3613758,3779787,166030,1,66540,ENSMUST00000115052.8,43694,ENSMUSG00000026655,Fam107b,"family with sequence similarity 107, member B"
chr2,6594283,6594572,290,*,Promoter (1-2kb),2,6546872,6592800,45929,2,14007,ENSMUST00000182355.1,-1483,ENSMUSG00000002107,Celf2,"CUGBP, Elav-like family member 2"
chr2,8865497,8865836,340,*,Distal Intergenic,2,9189515,9197477,7963,1,73438,ENSMUST00000132414.1,-323679,ENSMUSG00000085580,1700061F12Rik,RIKEN cDNA 1700061F12 gene
chr2,9578184,9578369,186,*,Distal Intergenic,2,9863183,9873672,10490,2,14462,ENSMUST00000151456.1,295303,ENSMUSG00000015619,Gata3,GATA binding protein 3
chr2,9616244,9616538,295,*,Distal Intergenic,2,9863183,9873672,10490,2,14462,ENSMUST00000151456.1,257134,ENSMUSG00000015619,Gata3,GATA binding protein 3
chr2,10343451,10343776,326,*,"Intron (ENSMUST00000137351.1/ENSMUST00000137351.1, intron 2 of 3)",2,10370510,10439137,68628,1,353282,ENSMUST00000114862.7,-26734,ENSMUSG00000061186,Sfmbt2,Scm-like with four mbt domains 2
chr2,11169976,11170319,344,*,Promoter (1-2kb),2,11172108,11301222,129115,1,18761,ENSMUST00000028118.8,-1789,ENSMUSG00000026778,Prkcq,"protein kinase C, theta"
chr2,11218168,11218430,263,*,Promoter (8-9kb),2,11226868,11300120,73253,1,18761,ENSMUST00000102970.4,-8438,ENSMUSG00000026778,Prkcq,"protein kinase C, theta"
chr2,11616925,11617232,308,*,Distal Intergenic,2,11596682,11604153,7472,2,76938,ENSMUST00000156469.1,-12772,ENSMUSG00000037197,Rbm17,RNA binding motif protein 17
chr2,11620239,11620519,281,*,Distal Intergenic,2,11596682,11604153,7472,2,76938,ENSMUST00000156469.1,-16086,ENSMUSG00000037197,Rbm17,RNA binding motif protein 17
chr2,11626026,11626189,164,*,"Intron (ENSMUST00000166779.1/ENSMUST00000166779.1, intron 1 of 1)",2,11642807,11693193,50387,1,16184,ENSMUST00000028111.5,-16618,ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain"
chr2,11629692,11629999,308,*,Distal Intergenic,2,11642807,11693193,50387,1,16184,ENSMUST00000028111.5,-12808,ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain"
chr2,11630613,11630762,150,*,Distal Intergenic,2,11642807,11693193,50387,1,16184,ENSMUST00000028111.5,-12045,ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain"
chr2,11636153,11636434,282,*,Promoter (6-7kb),2,11642807,11693193,50387,1,16184,ENSMUST00000028111.5,-6373,ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain"
chr2,11641349,11641676,328,*,Promoter (1-2kb),2,11642807,11693193,50387,1,16184,ENSMUST00000028111.5,-1131,ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain"
chr2,11642542,11642796,255,*,Promoter (<=1kb),2,11642807,11693193,50387,1,16184,ENSMUST00000028111.5,-11,ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain"
chr2,11645437,11645620,184,*,Promoter (2-3kb),2,11642849,11648768,5920,1,16184,ENSMUST00000150890.2,2588,ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain"
chr2,11651515,11651749,235,*,Promoter (8-9kb),2,11642849,11648768,5920,1,16184,ENSMUST00000150890.2,8666,ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain"
chr2,11655112,11655521,410,*,"Intron (ENSMUST00000028111.5/16184, intron 1 of 7)",2,11642849,11648768,5920,1,16184,ENSMUST00000150890.2,12263,ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain"
chr2,13413548,13413848,301,*,"Intron (ENSMUST00000091436.6/65969, intron 27 of 66)",2,13422029,13455627,33599,2,65969,ENSMUST00000195447.1,41779,ENSMUSG00000026726,Cubn,cubilin (intrinsic factor-cobalamin receptor)
chr2,13557303,13557481,179,*,Distal Intergenic,2,13509014,13544668,35655,2,13434,ENSMUST00000124488.6,-12635,ENSMUSG00000026723,Trdmt1,tRNA aspartic acid methyltransferase 1
chr2,13559661,13560030,370,*,Distal Intergenic,2,13573952,13582826,8875,1,22352,ENSMUST00000028062.7,-13922,ENSMUSG00000026728,Vim,vimentin
chr2,13573097,13573300,204,*,Promoter (<=1kb),2,13573952,13582826,8875,1,22352,ENSMUST00000028062.7,-652,ENSMUSG00000026728,Vim,vimentin
chr2,16364812,16365006,195,*,Promoter (7-8kb),2,16357117,16751857,394741,1,67448,ENSMUST00000114702.1,7695,ENSMUSG00000026748,Plxdc2,plexin domain containing 2
chr2,16365874,16366022,149,*,Promoter (8-9kb),2,16357117,16751857,394741,1,67448,ENSMUST00000114702.1,8757,ENSMUSG00000026748,Plxdc2,plexin domain containing 2
chr2,22679985,22680507,523,*,"Intron (ENSMUST00000028123.3/14417, intron 12 of 15)",2,22654283,22654350,68,1,100628608,ENSMUST00000198710.1,25702,ENSMUSG00000106199,Mir3967,microRNA 3967
chr2,23088760,23089021,262,*,Promoter (5-6kb),2,23094201,23100319,6119,1,74159,ENSMUST00000226252.1,-5180,ENSMUSG00000026781,Acbd5,acyl-Coenzyme A binding domain containing 5
chr2,28242079,28242255,177,*,Distal Intergenic,2,28205659,28230736,25078,1,56177,ENSMUST00000028177.10,36420,ENSMUSG00000026833,Olfm1,olfactomedin 1
chr2,29457624,29458033,410,*,"Intron (ENSMUST00000028139.10/68975, intron 3 of 7)",2,29475215,29475294,80,2,102465170,ENSMUST00000184068.1,17261,ENSMUSG00000098539,Mir133c,microRNA 133c
chr2,30237146,30237334,189,*,Promoter (<=1kb),2,30237715,30263785,26071,1,241296,ENSMUST00000113654.7,-381,ENSMUSG00000007476,Lrrc8a,leucine rich repeat containing 8A VRAC subunit A
chr2,31062352,31062691,340,*,Promoter (6-7kb),2,31033091,31055444,22354,2,14269,ENSMUST00000128431.2,-6908,ENSMUSG00000075415,Fnbp1,formin binding protein 1
chr2,31139078,31139307,230,*,Promoter (2-3kb),2,31026206,31141802,115597,2,14269,ENSMUST00000073879.11,2495,ENSMUSG00000075415,Fnbp1,formin binding protein 1
chr2,32464352,32464611,260,*,Distal Intergenic,2,32414490,32451445,36956,2,227731,ENSMUST00000113310.8,-12907,ENSMUSG00000026819,Slc25a25,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25"
chr2,32487148,32487380,233,*,Distal Intergenic,2,32414490,32451445,36956,2,227731,ENSMUST00000113310.8,-35703,ENSMUSG00000026819,Slc25a25,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25"
chr2,32493343,32493612,270,*,Distal Intergenic,2,32535332,32569750,34419,1,98952,ENSMUST00000136816.7,-41720,ENSMUSG00000039157,Fam102a,"family with sequence similarity 102, member A"
chr2,34139823,34140014,192,*,Distal Intergenic,2,34018289,34107729,89441,2,329387,ENSMUST00000134921.1,-32094,ENSMUSG00000087461,C230014O12Rik,RIKEN cDNA C230014O12 gene
chr2,34938880,34939129,250,*,Downstream (2-3kb),2,34956073,34958136,2064,2,22029,ENSMUST00000201690.1,19007,ENSMUSG00000026875,Traf1,TNF receptor-associated factor 1
chr2,35015991,35016311,321,*,Promoter (3-4kb),2,34983703,35019645,35943,2,15139,ENSMUST00000156412.2,3334,ENSMUSG00000026874,Hc,hemolytic complement
chr2,36101569,36101911,343,*,Promoter (1-2kb),2,36094225,36103592,9368,2,16874,ENSMUST00000187180.6,1681,ENSMUSG00000026890,Lhx6,LIM homeobox protein 6
chr2,37575852,37576035,184,*,3' UTR,2,37579538,37586518,6981,2,20744,ENSMUST00000204569.1,10483,ENSMUSG00000026915,Strbp,spermatid perinuclear RNA binding protein
chr2,38471830,38472158,329,*,Distal Intergenic,2,38511643,38594606,82964,1,59126,ENSMUST00000054234.9,-39485,ENSMUSG00000026749,Nek6,NIMA (never in mitosis gene a)-related expressed kinase 6
chr2,38536337,38536678,342,*,"Intron (ENSMUST00000054234.9/59126, intron 1 of 9)",2,38514626,38560910,46285,1,59126,ENSMUST00000156726.1,21711,ENSMUSG00000026749,Nek6,NIMA (never in mitosis gene a)-related expressed kinase 6
chr2,39325248,39325487,240,*,Distal Intergenic,2,39194354,39226451,32098,2,67857,ENSMUST00000028087.5,-98797,ENSMUSG00000026753,Ppp6c,"protein phosphatase 6, catalytic subunit"
chr2,43727131,43727538,408,*,Distal Intergenic,2,43748824,44395953,647130,1,76117,ENSMUST00000112824.7,-21286,ENSMUSG00000049744,Arhgap15,Rho GTPase activating protein 15
chr2,43753243,43753553,311,*,Promoter (4-5kb),2,43748870,44387623,638754,1,76117,ENSMUST00000055776.7,4373,ENSMUSG00000049744,Arhgap15,Rho GTPase activating protein 15
chr2,44166010,44166382,373,*,"Intron (ENSMUST00000112824.7/76117, intron 10 of 14)",2,44059238,44065324,6087,2,320872,ENSMUST00000139948.1,-100686,ENSMUSG00000085089,Arhgap15os,"Rho GTPase activating protein 15, opposite strand"
chr2,44791323,44791534,212,*,"Exon (ENSMUST00000133442.1/227835, exon 4 of 4)",2,44751895,44825403,73509,2,227835,ENSMUST00000148786.1,33869,ENSMUSG00000036890,Gtdc1,glycosyltransferase-like domain containing 1
chr2,44886608,44886769,162,*,"Intron (ENSMUST00000130991.7/227835, intron 1 of 5)",2,44756268,44862275,106008,2,227835,ENSMUST00000154744.7,-24333,ENSMUSG00000036890,Gtdc1,glycosyltransferase-like domain containing 1
chr2,48327380,48327578,199,*,"Intron (ENSMUST00000127672.1/ENSMUST00000127672.1, intron 1 of 5)",2,48814109,48903269,89161,1,11480,ENSMUST00000063886.3,-486531,ENSMUSG00000052155,Acvr2a,activin receptor IIA
chr2,48327663,48327820,158,*,"Intron (ENSMUST00000127672.1/ENSMUST00000127672.1, intron 1 of 5)",2,48814109,48903269,89161,1,11480,ENSMUST00000063886.3,-486289,ENSMUSG00000052155,Acvr2a,activin receptor IIA
chr2,48328280,48328521,242,*,"Intron (ENSMUST00000127672.1/ENSMUST00000127672.1, intron 1 of 5)",2,48814109,48903269,89161,1,11480,ENSMUST00000063886.3,-485588,ENSMUSG00000052155,Acvr2a,activin receptor IIA
chr2,49177122,49177288,167,*,"Intron (ENSMUST00000112745.7/109241, intron 6 of 10)",2,49245969,49319690,73722,1,109241,ENSMUST00000047413.9,-68681,ENSMUSG00000036792,Mbd5,methyl-CpG binding domain protein 5
chr2,52310736,52311010,275,*,"Intron (ENSMUST00000036934.11/17996, intron 12 of 156)",2,52136662,52335134,198473,2,17996,ENSMUST00000075301.9,24124,ENSMUSG00000026950,Neb,nebulin
chr2,52315971,52316181,211,*,"Intron (ENSMUST00000036934.11/17996, intron 10 of 156)",2,52136662,52335134,198473,2,17996,ENSMUST00000075301.9,18953,ENSMUSG00000026950,Neb,nebulin
chr2,52319243,52319469,227,*,"Intron (ENSMUST00000036934.11/17996, intron 10 of 156)",2,52136662,52335134,198473,2,17996,ENSMUST00000075301.9,15665,ENSMUSG00000026950,Neb,nebulin
chr2,52570248,52570449,202,*,"Intron (ENSMUST00000178799.7/12298, intron 2 of 13)",2,52428325,52558567,130243,2,12298,ENSMUST00000102761.8,-11681,ENSMUSG00000017412,Cacnb4,"calcium channel, voltage-dependent, beta 4 subunit"
chr2,57123326,57123559,234,*,Promoter (<=1kb),2,57106830,57124003,17174,2,18227,ENSMUST00000112629.7,444,ENSMUSG00000026826,Nr4a2,"nuclear receptor subfamily 4, group A, member 2"
chr2,57268802,57269014,213,*,Promoter (1-2kb),2,57267377,57268108,732,1,14571,ENSMUST00000154612.1,1425,ENSMUSG00000026827,Gpd2,"glycerol phosphate dehydrogenase 2, mitochondrial"
chr2,58169198,58169390,193,*,Promoter (<=1kb),2,58169737,58176337,6601,1,100042926,ENSMUST00000135735.1,-347,ENSMUSG00000086862,Gm13546,predicted gene 13546
chr2,58187676,58188092,417,*,Promoter (7-8kb),2,58133849,58195517,61669,2,227929,ENSMUST00000144117.7,7425,ENSMUSG00000026832,Cytip,cytohesin 1 interacting protein
chr2,58194349,58194637,289,*,Promoter (<=1kb),2,58133849,58195517,61669,2,227929,ENSMUST00000144117.7,880,ENSMUSG00000026832,Cytip,cytohesin 1 interacting protein
chr2,59171568,59171860,293,*,Promoter (9-10kb),2,59161927,59305366,143440,1,227937,ENSMUST00000184705.7,9641,ENSMUSG00000026991,Pkp4,plakophilin 4
chr2,59339674,59340051,378,*,Promoter (2-3kb),2,59342197,59348256,6060,1,227937,ENSMUST00000124127.1,-2146,ENSMUSG00000026991,Pkp4,plakophilin 4
chr2,60923739,60923977,239,*,"Intron (ENSMUST00000028347.12/56878, intron 1 of 13)",2,60842297,60889030,46734,2,56878,ENSMUST00000132529.7,-34709,ENSMUSG00000026970,Rbms1,"RNA binding motif, single stranded interacting protein 1"
chr2,61497060,61497353,294,*,Distal Intergenic,2,61578585,61654171,75587,1,21353,ENSMUST00000112502.7,-81232,ENSMUSG00000064289,Tank,TRAF family member-associated Nf-kappa B activator
chr2,62331890,62332250,361,*,3' UTR,2,62334473,62345146,10674,2,13482,ENSMUST00000156871.1,12896,ENSMUSG00000035000,Dpp4,dipeptidylpeptidase 4
chr2,62390365,62390557,193,*,"Intron (ENSMUST00000136879.1/ENSMUST00000136879.1, intron 1 of 4)",2,62364717,62378248,13532,2,13482,ENSMUST00000150979.1,-12117,ENSMUSG00000035000,Dpp4,dipeptidylpeptidase 4
chr2,62460878,62461097,220,*,"Exon (ENSMUST00000136879.1/ENSMUST00000136879.1, exon 2 of 5)",2,62476571,62480678,4108,2,14526,ENSMUST00000155624.1,19581,ENSMUSG00000000394,Gcg,glucagon
chr2,62463517,62463815,299,*,"Intron (ENSMUST00000136879.1/ENSMUST00000136879.1, intron 3 of 4)",2,62476571,62480678,4108,2,14526,ENSMUST00000155624.1,16863,ENSMUSG00000000394,Gcg,glucagon
chr2,65188785,65188932,148,*,"Intron (ENSMUST00000112429.8/319876, intron 1 of 13)",2,65136350,65235995,99646,2,319876,ENSMUST00000132478.7,47063,ENSMUSG00000034903,Cobll1,Cobl-like 1
chr2,68412664,68413033,370,*,"Intron (ENSMUST00000102715.3/53416, intron 1 of 17)",2,68358986,68386681,27696,2,53416,ENSMUST00000149581.1,-25983,ENSMUSG00000027030,Stk39,serine/threonine kinase 39
chr2,68434680,68435066,387,*,"Intron (ENSMUST00000102715.3/53416, intron 1 of 17)",2,68262791,68471940,209150,2,53416,ENSMUST00000123781.7,36874,ENSMUSG00000027030,Stk39,serine/threonine kinase 39
chr2,69994913,69995171,259,*,Promoter (1-2kb),2,69993712,70022545,28834,1,68795,ENSMUST00000126165.7,1201,ENSMUSG00000044308,Ubr3,ubiquitin protein ligase E3 component n-recognin 3
chr2,70845032,70845324,293,*,Distal Intergenic,2,70712407,70825728,113322,2,228012,ENSMUST00000038584.8,-19304,ENSMUSG00000041997,Tlk1,tousled-like kinase 1
chr2,71801007,71801223,217,*,"Intron (ENSMUST00000133124.7/16403, intron 3 of 5)",2,71787139,71856015,68877,1,16403,ENSMUST00000238991.1,13868,ENSMUSG00000027111,Itga6,integrin alpha 6
chr2,72365280,72365537,258,*,"Intron (ENSMUST00000090824.11/65964, intron 4 of 19)",2,72297901,72355622,57722,1,65964,ENSMUST00000144111.1,67379,ENSMUSG00000004085,Map3k20,mitogen-activated protein kinase kinase kinase 20
chr2,73281365,73281597,233,*,Promoter (9-10kb),2,73271966,73284706,12741,1,381373,ENSMUST00000147133.1,9399,ENSMUSG00000068859,Sp9,trans-acting transcription factor 9
chr2,73485891,73486382,492,*,Promoter (<=1kb),2,73437464,73486469,49006,2,215280,ENSMUST00000141264.7,87,ENSMUSG00000075284,Wipf1,"WAS/WASL interacting protein family, member 1"
chr2,75685567,75685736,170,*,"Intron (ENSMUST00000102672.4/18024, intron 1 of 4)",2,75691052,75704489,13438,2,18024,ENSMUST00000152371.1,18753,ENSMUSG00000015839,Nfe2l2,"nuclear factor, erythroid derived 2, like 2"
chr2,75880553,75880903,351,*,Promoter (6-7kb),2,75873956,75888167,14212,1,228061,ENSMUST00000176626.2,6597,ENSMUSG00000042410,Agps,alkylglycerone phosphate synthase
chr2,75891969,75892311,343,*,Promoter (1-2kb),2,75894109,75926148,32040,1,228061,ENSMUST00000176973.1,-1798,ENSMUSG00000042410,Agps,alkylglycerone phosphate synthase
chr2,76214970,76215472,503,*,Promoter (<=1kb),2,76027665,76215394,187730,2,241489,ENSMUST00000144892.1,0,ENSMUSG00000075270,Pde11a,phosphodiesterase 11A
chr2,76374562,76374760,199,*,Promoter (4-5kb),2,76369984,76383768,13785,1,241490,ENSMUST00000046389.4,4578,ENSMUSG00000042369,Rbm45,RNA binding motif protein 45
chr2,79270098,79270295,198,*,"Intron (ENSMUST00000099972.4/16401, intron 2 of 27)",2,79255947,79292977,37031,1,16401,ENSMUST00000126312.1,14151,ENSMUSG00000027009,Itga4,integrin alpha 4
chr2,79698218,79698476,259,*,Promoter (9-10kb),2,79707780,79810313,102534,1,75276,ENSMUST00000090760.8,-9304,ENSMUSG00000034683,Ppp1r1c,"protein phosphatase 1, regulatory inhibitor subunit 1C"
chr2,90563204,90563792,589,*,"Intron (ENSMUST00000168621.2/19271, intron 1 of 23)",2,90432889,90580647,147759,2,19271,ENSMUST00000168621.2,16855,ENSMUSG00000025314,Ptprj,"protein tyrosine phosphatase, receptor type, J"
chr2,90676153,90676357,205,*,Promoter (<=1kb),2,90677215,90736328,59114,1,59015,ENSMUST00000057481.6,-858,ENSMUSG00000051329,Nup160,nucleoporin 160
chr2,90679379,90679576,198,*,Promoter (2-3kb),2,90677215,90736328,59114,1,59015,ENSMUST00000057481.6,2164,ENSMUSG00000051329,Nup160,nucleoporin 160
chr2,92446024,92446198,175,*,Distal Intergenic,2,92403646,92434043,30398,2,12953,ENSMUST00000090559.11,-11981,ENSMUSG00000068742,Cry2,cryptochrome 2 (photolyase-like)
chr2,93192067,93192273,207,*,Promoter (2-3kb),2,93189191,93201757,12567,1,277414,ENSMUST00000127173.1,2876,ENSMUSG00000068735,Trp53i11,transformation related protein 53 inducible protein 11
chr2,93213841,93214036,196,*,"Intron (ENSMUST00000111265.8/241556, intron 5 of 9)",2,93204247,93227786,23540,2,241556,ENSMUST00000028646.3,13750,ENSMUSG00000027217,Tspan18,tetraspanin 18
chr2,93715393,93715927,535,*,Promoter (8-9kb),2,93702956,93707318,4363,2,14043,ENSMUST00000132429.1,-8075,ENSMUSG00000027198,Ext2,exostosin glycosyltransferase 2
chr2,101679165,101679566,402,*,Promoter (<=1kb),2,101678440,101701669,23230,1,22034,ENSMUST00000004949.7,725,ENSMUSG00000027164,Traf6,TNF receptor-associated factor 6
chr2,101781366,101781566,201,*,"Intron (ENSMUST00000171088.7/72446, intron 1 of 8)",2,101717250,101797650,80401,2,72446,ENSMUST00000141814.1,16084,ENSMUSG00000032841,Prr5l,proline rich 5 like
chr2,101810881,101811279,399,*,Promoter (3-4kb),2,101772184,101814333,42150,2,72446,ENSMUST00000144549.1,3054,ENSMUSG00000032841,Prr5l,proline rich 5 like
chr2,102382602,102382805,204,*,"Intron (ENSMUST00000102573.7/80985, intron 1 of 4)",2,102304494,102400257,95764,2,80985,ENSMUST00000152929.1,17452,ENSMUSG00000027189,Trim44,tripartite motif-containing 44
chr2,102701410,102701594,185,*,Promoter (4-5kb),2,102706356,102739876,33521,1,20511,ENSMUST00000123759.7,-4762,ENSMUSG00000005089,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2"
chr2,102733087,102733348,262,*,"Intron (ENSMUST00000080210.9/20511, intron 1 of 10)",2,102743651,102746746,3096,2,102637542,ENSMUST00000143995.1,13398,ENSMUSG00000087185,Gm13872,predicted gene 13872
chr2,102738814,102739040,227,*,Promoter (7-8kb),2,102743651,102746746,3096,2,102637542,ENSMUST00000143995.1,7706,ENSMUSG00000087185,Gm13872,predicted gene 13872
chr2,102812746,102812973,228,*,3' UTR,2,102761173,102781557,20385,1,20511,ENSMUST00000154446.1,51573,ENSMUSG00000005089,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2"
chr2,103568800,103568991,192,*,Promoter (2-3kb),2,103566310,103718423,152114,1,99382,ENSMUST00000076212.3,2490,ENSMUSG00000032724,Abtb2,ankyrin repeat and BTB (POZ) domain containing 2
chr2,104848663,104848897,235,*,Promoter (<=1kb),2,104839335,104849493,10159,2,228413,ENSMUST00000126824.1,596,ENSMUSG00000027171,Prrg4,proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)
chr2,112510332,112510530,199,*,"Intron (ENSMUST00000003705.11/74268, intron 1 of 5)",2,112492964,112634573,141610,1,74268,ENSMUST00000003705.11,17368,ENSMUSG00000003604,Aven,"apoptosis, caspase activation inhibitor"
chr2,117122920,117123304,385,*,Promoter (1-2kb),2,117121638,117172854,51217,1,114715,ENSMUST00000110901.1,1282,ENSMUSG00000027351,Spred1,"sprouty protein with EVH-1 domain 1, related sequence"
chr2,117342885,117343237,353,*,Promoter (<=1kb),2,117279993,117343001,63009,2,19419,ENSMUST00000102534.10,0,ENSMUSG00000027347,Rasgrp1,RAS guanyl releasing protein 1
chr2,117374415,117374675,261,*,Distal Intergenic,2,117279993,117343001,63009,2,19419,ENSMUST00000102534.10,-31414,ENSMUSG00000027347,Rasgrp1,RAS guanyl releasing protein 1
chr2,117405509,117405780,272,*,Distal Intergenic,2,117279993,117343001,63009,2,19419,ENSMUST00000102534.10,-62508,ENSMUSG00000027347,Rasgrp1,RAS guanyl releasing protein 1
